model_id,model,features,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_average_precision
rf_matched_flow_stats,RF,FlowFeatures,0.9679955453617405,0.842741341796086,0.8262396773171482,0.9664373865192855,0.9585180020342446
xgboost_matched_flow_stats,XGBoost,FlowFeatures,0.9420587676384672,0.9270964164708989,0.8635233225275357,0.9476890272717962,0.9424681373234272
rf_flattened_splt,RF,SPLT,0.9396325807292703,0.6040405859244727,0.6363953982950706,0.9283473533250837,0.9313162664495499
xgboost_flattened_splt,XGBoost,SPLT,0.9584233762445808,0.753386573691564,0.79120821429676,0.9559208469723384,0.9291692963594816
cnn1d_sequential_splt,CNN1D,SPLT,0.9682430252650466,0.9753176053294192,0.8931586057541405,0.9704912864425937,0.9831700181049979
